SnapshotId,Username,DisplayName,Platform,NameColorHex,Position,TimeOnBoardSeconds,LevelPointsEarned,Eliminated
9655ef82-45e9-a12d-8a72-879fcc6a2ce9,Qoadexgi30,Qoadexgi,Twitch,FFFFFFFF,30,18.091644,0,false
9655ef82-45e9-a12d-8a72-879fcc6a2ce9,Qaobawxu16,Qaobawxu,Twitch,FFFFFFFF,31,18.136091,0,false
9655ef82-45e9-a12d-8a72-879fcc6a2ce9,Weuwizci29,Weuwizci,Twitch,FFFFFFFF,32,18.158316,0,false
9655ef82-45e9-a12d-8a72-879fcc6a2ce9,Xeadedga9,Xeadedga,Twitch,FFFFFFFF,33,18.169428,0,false
9655ef82-45e9-a12d-8a72-879fcc6a2ce9,Zoagabqa44,Zoagabqa,Twitch,FFFFFFFF,34,18.202763,0,false
9655ef82-45e9-a12d-8a72-879fcc6a2ce9,Qiagoxwo34,Qiagoxwo,Twitch,FFFFFFFF,35,18.202763,0,false
9655ef82-45e9-a12d-8a72-879fcc6a2ce9,Woitutzi35,Woitutzi,Twitch,FFFFFFFF,36,18.280546,0,false
9655ef82-45e9-a12d-8a72-879fcc6a2ce9,Daabotta47,Daabotta,Twitch,FFFFFFFF,37,18.291658,0,false
9655ef82-45e9-a12d-8a72-879fcc6a2ce9,Ciadagdi32,Ciadagdi,Twitch,FFFFFFFF,38,18.313883,0,false
9655ef82-45e9-a12d-8a72-879fcc6a2ce9,Tuawaqqu1,Tuawaqqu,Twitch,FFFFFFFF,39,18.324995,0,false
9655ef82-45e9-a12d-8a72-879fcc6a2ce9,Qaucuqwo48,Qaucuqwo,Twitch,FFFFFFFF,40,18.324995,0,false
9655ef82-45e9-a12d-8a72-879fcc6a2ce9,Weebixwa11,Weebixwa,Twitch,FFFFFFFF,41,18.324995,0,false
9655ef82-45e9-a12d-8a72-879fcc6a2ce9,Caaxodza18,Caaxodza,Twitch,FFFFFFFF,42,18.336107,0,false
9655ef82-45e9-a12d-8a72-879fcc6a2ce9,Toabocga40,Toabocga,Twitch,FFFFFFFF,43,18.369446,0,false
9655ef82-45e9-a12d-8a72-879fcc6a2ce9,Ceabobze49,Ceabobze,Twitch,FFFFFFFF,44,18.402782,0,false
9655ef82-45e9-a12d-8a72-879fcc6a2ce9,Waagazxi28,Waagazxi,Twitch,FFFFFFFF,45,18.402782,0,false
9655ef82-45e9-a12d-8a72-879fcc6a2ce9,Wuuzowto17,Wuuzowto,Twitch,FFFFFFFF,46,18.447231,0,false
9655ef82-45e9-a12d-8a72-879fcc6a2ce9,Taebette22,Taebette,Twitch,FFFFFFFF,47,18.469456,0,false
9655ef82-45e9-a12d-8a72-879fcc6a2ce9,Weabagce26,Weabagce,Twitch,FFFFFFFF,48,18.469456,0,false
9655ef82-45e9-a12d-8a72-879fcc6a2ce9,Ciugugqu4,Ciugugqu,Twitch,FFFFFFFF,49,18.502792,0,false
9655ef82-45e9-a12d-8a72-879fcc6a2ce9,Wautuwqo43,Wautuwqo,Twitch,FFFFFFFF,50,18.502792,0,false
